Name	Set	ImageFile	Evo/Activation	Level	Frame	Group	Type	Attribute	Field	AT	AP	BP	CP	Abilities	LostPoint
Seraphimon 	St8	St-437 	Holy Angemon (Virus Busters) + Winning Percentage: 60%! Andromon (Virus Busters) + Winning Percentage: 60%! Mammon + Winning Percentage: 60%!	Ultimate	Blue 		Seraph 	Vaccine	VB	A	550	520	420	The evolution requirements cannot be ignored. Cannot lose its special abilities. (O)The capacity of any cards currently active in your opponent's Slots become the same as one among them with the largest capacity. 	III40 IV20 P20 U10
Patamon 	St8	St-438 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III	Blue 		Mammal 	Vaccine	VB	A	320	230	140	(S)When your points are 60 and below, take this card from your hand and add 230 to the attack power of one of your Virus Busters Digimon. (This is a support ability)	III10 IV10 P10 U10
Plotmon 	St8	St-439 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III	Blue 		Mammal 	Vaccine	VB	C	320	210	150	(S)When your points are 60 and below, take this card from your hand and add 210 to the attack power of one of your Digimon belonging to Virus Busters. (This is a support ability)	III10 IV10 P10 U10
Angemon 	St8	St-440 	Plotmon (Virus Busters) + OO Bakumon + O Lucemon + O 	IV	Blue 		Angel 	Vaccine	VB	A	410	350	190	(S)When your points are 60 and below, take this card from your hand and add 350 to the attack power of one of your Digimon belonging to Virus Busters. (This is a support ability)	III20 IV10 P10 U10
Pidmon 	St8	St-441 	Plotmon (Virus Busters) + OO Patamon (Virus Busters) + OO Lucemon + O	IV	Blue 		Angel 	Vaccine	VB	B	470	350	220	(O)Has the abilities "sky" and "grappling".	III20 IV10 P10 U10
Tailmon 	St8	St-442 	Patamon (VB) + OO Penmon + O Plotmon (VB) + OO	IV	Blue 		Holy Beast 	Vaccine	VB	A	440	360	160	(S)When your points are 60 and below, take this card from your hand and add 360 to the attack power of one of your Digimon belonging to Virus Busters. (This is a support ability)	III20 IV10 P10 U10
Nefertimon 	St8	St-443 	Patamon (Virus Busters) + OO Gabumon + OO Plotmon + OO	IV	Blue 		Holy Beast 	Vaccine	VB	A	430	320	250	(O)Has the ability "sky".	III20 IV10 P10 U10
Holy Angemon 	St8	St-444 	Angemon (Virus Busters) + Winning Percentage: 40%! Pegasmon + Winning Percentage: 40%!	Perfect	Blue 		Angel 	Vaccine	VB	A	490	460	300	The evolution requirements cannot be ignored. A cannot go to zero. (O)When your points are 30 and below, you may move two Support Digimon into this Digimon's support box. 	III30 IV20 P10 U10
Angewomon 	St8	St-445 	Tailmon (Virus Busters) + Winning Percentage: 40%! Nefertimon + Winning Percentage: 60%!	Perfect	Blue 		Archangel 	Vaccine	VB	B	480	470	280	The evolution requirements cannot be ignored. A cannot go to zero. (O)Add 200 to the attack power modification provided by the support Digimon in this Digimon's support box. 	III30 IV20 P10 U10
Agumon 	St8	St-446 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III	Blue 		Reptile 	Vaccine	VB	A	340	220	140	(S)When your points are 60 and below, take this card from your hand and add 220 to the attack power of one of your Digimon belonging to Virus Busters. (This is a support ability)	III10 IV10 P10 U10
Greymon 	St8	St-447 	Agumon (Virus Busters) + OO Bakumon + O	IV	Blue 		Dinosaur 	Vaccine	VB	B	440	340	230	(S)When your points are 60 and below, take this card from your hand and add 340 to the attack power of one of your Digimon belonging to Virus Busters. (This is a support ability)	III20 IV10 P10 U10
Leomon 	St8	St-448 	Agumon + OOO Penmon + O	IV	Blue 		Beast Man 	Vaccine	VB	B	490	440	200	(S)When your points are 60 and below, take this card from your hand and add 440 to the attack power of one of your Digimon belonging to Virus Busters. (This is a support ability)	III20 IV20 P20 U10
Revolmon 	St8	St-449 	Agumon + O Patamon + O	IV	Blue 		Mutant 	Vaccine	VB	C	410	380	250	(O)When facing a Digimon belonging to Dark Area, add 200 to your attack power.	III20 IV10 P10 U10
Igamon 	St8	St-450 	Agumon (Virus Busters) + OOX	IV	Blue 		Mutant 	Vaccine	VB	C	320	500	270	(S)When your points are 30 and below, take this card from your hand and add 500 to the attack power of one of your Digimon belonging to Virus Busters. (This is a support ability)	III20 IV10 P10 U10
Asuramon 	St8	St-451 	Meramon + Winning Percentage: 40%! Pidmon + Winning Percentage: 40%! Unimon + Winning Percentage: 40%! 	Perfect	Blue 		Demon Man 	Vaccine	VB	B	530	500	250	(O)Has the ability "grappling". (O)During battle, you may discard one Insekimon (Bo-141) card from your hand and triple your attack power (1 card max). 	III30 IV10 P10 U10
Panjyamon 	St8	St-452 	Meramon + Winning Percentage: 40%! Leomon + Winning Percentage: 40%! 	Perfect	Blue 		Beast Man 	Vaccine	VB	A	560	440	250	(O)Has the ability "grappling". (O)When facing an opponent without the ability "grappling", add 200 to your attack power. 	III30 IV30 P20 U10
Gabumon 	St8	St-453 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III	Blue 		Reptile 	Vaccine	VB	A	330	240	130	(S)When your points are 60 and below, take this card from your hand and add 240 to the attack power of one of your Digimon belonging to Virus Busters. (This is a support ability)	III10 IV10 P10 U10
