Name	Set	ImageFile	Evo/Activation	Level	Frame	Group	Type	Attribute	Field	AT	AP	BP	CP	Abilities	LostPoint
Marsmon 	Bo20	Bo-981 	Grappu Leomon + Winning Percentage: 60%! Lady Devimon + Winning Percentage: 60%! Piccolomon + Winning Percentage: 60%!	Ultimate	Blue	Olympos XII	God Man 	Vaccine	VB	A	700	680	400	Cannot lose its special abilities. (O)For every card you remove from your Net Ocean due to the effects of the opponent Digimon's abilities or effects, send 5 cards from the opponent's Net Ocean to the Dark Area. 	III40 IV30 P30 U30
Piccolomon 	Bo20	Bo-982 	Ankylomon + Winning Percentage: 40%! Thunderballmon + Winning Percentage: 40%! Aquilamon + Butterflamon	Perfect	Blue		Fairy 	Vaccine	WG	A	500	420	270	(O)Show one card in your hand to the opponent. After that, check the opponent's hand, and for every card in their hand with the same name as the card you have shown, reduce the opponent's points by 10. 	III30 IV20 P20 U10
Devidramon 	Bo20	Bo-983 	Agumon + X Pico Devimon + OO Labramon + XX	IV	Blue		Evil Dragon 	Virus	Nso	A	490	320	250	(S)When your Points are 80 and below, add 320 to the attack power of your Nightmare Soldiers Digimon. (O)Has the abilities "sky" and "flame". 	III20 IV20 P10 U10
Phelesmon 	Bo20	Bo-984 	Dark Lizamon + Winning Percentage: 40%! Devidramon + Winning Percentage: 40%! Evilmon + Winning Percentage: 40%!	Perfect	Blue		Fallen Angel 	Virus	Nso	C	580	440	350	(O)When the opponent has 3 cards or less in their hand, you may draw the same number of cards from the top of your Net Ocean and add it to your hand. 	III30 IV20 P10 U10
Raremon 	Bo20	Bo-985 	Pico Devimon + O Betamon + X Tyumon + OO	IV	Blue		Undead 	Virus	Nso	B	400	380	270	(S)Add 380 to the attack power of your Virus attribute Digimon. 	III20 IV10 P10 U10
Evilmon 	Bo20	Bo-986 	Pico Devimon + OO Impmon + O Candmon + X	IV	Blue		Small Devil 	Virus	Nso	A	490	450	200	(S)Add 450 to the attack power of your Virus attribute Digimon. 	III20 IV10 P10 U10
Grappu Leomon 	Bo20	Bo-987 	Leomon + Winning Percentage: 40%! Sagittarimon + Winning Percentage: 40%! Togemon + Winning Percentage: 40%!	Perfect	Blue		Beast Man 	Vaccine	Nsp	C	610	530	450	Cannot lose its special abilities. (O)Has the ability "grappling". When facing a red frame Digimon without the ability "grappling", add 300 to your attack power. 	III30 IV20 P10 U10
Togemon 	Bo20	Bo-988 	Alraumon + OO Armadimon + OX Neamon + OO 	IV	Blue		Plant 	Virus	Nsp	B	450	350	200	(O)When a Program card in the opponent's slots turns face-up, add 200 to your attack power. 	III20 IV10 P10 U10
Chamelemon 	Bo20	Bo-989 	Armadimon + OO Kokuwamon + OO Tentomon + OO	IV	Blue		Reptile 	Virus	Nsp	B	490	450	280	(O)When the opponent's attack is A or C, add 150 to your attack power. 	III30 IV20 P20 U10
Kangarumon 	Bo20	Bo-990 	V-mon + OO Koemon + OO Gazimon + OO	IV	Blue		Mammal 	Vaccine	Nsp	C	510	400	280	(O)When the opponent's attack is A or B, add 150 to your attack power. 	III30 IV20 P20 U10
Tekkamon 	Bo20	Bo-991 	Gladimon + Raremon Guardromon + Aquilamon Butterflamon + Evilmon	Perfect	Blue		Machine 	Virus	ME	B	480	410	300	(O)When the opponent has 6 or more cards in their hand, you may pick 3 cards from the opponent's hand without checking their contents and send them to the Dark Area. 	III20 IV20 P10 U10
Gokumon 	Bo20	Bo-992 	Vajramon + Winning Percentage: 60%! Tekkamon + Winning Percentage: 60%! Kyukimon + Winning Percentage: 60%! 	Ultimate	Blue		Cyborg 	Virus	DA	B	680	570	500	(O)When the opponent stacks an Option card onto their point gauge, send 16 cards from the opponent's Net Ocean to the Dark Area. 	III30 IV30 P20 U10
Coelamon 	Bo20	Bo-993 	Gizamon + OO Shakomon + OO Ganimon + XX 	IV	Blue		Ancient Fish 	Data	DS	C	480	400	300	(S)Add 400 to the attack power of your Deep Savers Digimon. 	III20 IV20 P10 U10
