Name	Set	ImageFile	Evo/Activation	Level	Frame	Group	Type	Attribute	Field	AT	AP	BP	CP	Abilities	LostPoint
Imperialdramon Paladin Mode	Bo9	Bo-405	Imperialdramon (Vaccine) + Omegamon (O)When you have both Imperialdramon (Vaccine) in the Digimon Box and Omegamon in the Evolution Requirements Box, you may carry out the fusion. At the end of the turn after the turn during which the fusion took place, send this card to the Dark Area.	Ultimate	Blue		Ancient Dragon Man	Vaccine	VB	B	900	700	580	The fusion requirements cannot be ignored. Cannot lose its special abilities. (O)The opponent loses its special abilities. (O)A cannot go to zero; when facing a Virus attribute Digimon, add 700 to your attack power.	III40 IV30 P20 U20
Guilmon	Bo9	Bo-406	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III	Blue		Reptile	Virus	NSp	C	380	230	150	(O)Has the abilities "grappling" and "underground".	III20 IV10 P10 U10
Growmon	Bo9	Bo-407	Guilmon + O Agumon + OO	IV	Blue		Demon Dragon	Virus	NSp	B	450	360	230	(O)When there is a Greymon on the opponent's sheet, add 80 to your attack power.	III20 IV10 P10 U10
Renamon	Bo9	Bo-408	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III	Blue		Beast Man	Data	NSo	B	340	290	130	(O)Has the abilities "grappling" and "underground".	III20 IV10 P10 U10
Kyubimon	Bo9	Bo-409	Renamon + O V-mon + OO	IV	Blue		Bewitching Beast	Data	NSo	B	420	400	210	(O)When there is an XV-mon on the opponent's sheet, add 80 to your attack power.	III20 IV10 P10 U10
Terriermon	Bo9	Bo-410	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III	Blue		Beast	Vaccine	NSp	A	350	230	210	(O)Has the abilities "grappling" and "underground".	III20 IV10 P10 U10
Galgomon	Bo9	Bo-411	Terriermon + O Lopmon + OO	IV	Blue		Beast Man	Vaccine	NSp	C	440	380	280	(O)When there is a Wendimon on the opponent's sheet, add 80 to your attack power.	III20 IV10 P10 U10
Impmon	Bo9	Bo-412	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III	Blue		Small Devil	Virus	NSo	C	330	220	150	Cannot receive the effects of 'Dark Tower' (This is not a special ability). (O)Has the ability "underground".	III20 IV10 P10 U10
Omegamon	Bo9	Bo-413	War Greymon + Metal Garurumon (O)When both Ultimate level Digimon required are in the Digimon Box and evolution requirements box respectively, you may carry out the fusion. (O)At the end of the turn after the turn during fusion took place, send this card to the Dark Area.	Ultimate	Blue		Holy Knight	Vaccine	VB	C	700	700	550	The fusion requirements cannot be ignored. Cannot be fused from Virus attribute Digimon. (O)During battle, halve the attack power of all Diablomon on the opponent's sheet.	III40 IV40 P30 U30
Demon	Bo9	Bo-414	Marin Devimon + Winning Percentage: 60%! Skull Satamon + Winning Percentage: 60%! Lady Devimon + Winning Percentage: 60%!	Ultimate	Blue		Demon Lord	Virus	NSo	A	620	510	380	The evolution requirements cannot be ignored. Cannot lose its special abilities. (O)The opponent loses their special abilities.	III40 IV30 P20 U10
