Name	Set	ImageFile	Card Number	Evo/Activation	Level	Frame	Group	Type	Attribute	Field	AT	AP	BP	CP	Abilities	LostPoint
Dukemon	Bo11	Bo-502	Bo-502	Megalo Growmon + Winning Percentage: 60%!	Ultimate	Blue		Holy Knight	Virus	VB	A	720	610	430	The evolution requirements cannot be ignored. Cannot lose its special abilities. (O)A cannot go to zero; you may discard one 'Aim for the Strongest Evolution!' card from your hand and triple your attack power (1 card max).	III40 IV40 P30 U20
Cyberdramon	Bo11	Bo-503	Bo-503	Lighdramon + Winning Percentage: 40%! Deltamon + Winning Percentage: 40%!	Perfect	Blue		Cyborg	Vaccine	ME	B	560	550	280	(O)When you have 4 cards in your hand, triple your attack power.	III40 IV30 P20 U20
Saint Galgomon	Bo11	Bo-504	Bo-504	Rapidmon + Winning Percentage: 60%! (O)Can only evolve from Perfect levels.	Ultimate	Blue		Machine	Vaccine	ME	B	680	600	550	The evolution requirements cannot be ignored. Cannot lose its special abilities. (O)A cannot go to zero; you may discard one Digimon card belonging to Metal Empire and add 700 to your attack power (1 card max).	III40 IV40 P30 U20
Renamon	Bo11	Bo-505	Bo-505	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III	Blue		Beast Man	Data	NSo	B	350	300	140	(O)Has the ability "grappling".	III10 IV10 P10 U10
Kyubimon	Bo11	Bo-506	Bo-506	Renamon + OO Shamamon + O Floramon + O	IV	Blue		Bewitching Beast	Data	NSo	B	400	450	230	(O)When the opponent has the ability "grappling", add 50 to your attack power.	III20 IV10 P10 U10
Youkomon	Bo11	Bo-507	Bo-507	Renamon + X Muchomon + O	IV	Blue		Bewitching Beast	Data	NSo	C	430	480	190	(O)Has the abilities "underground" and "grappling".	III20 IV10 P10 U10
Taomon	Bo11	Bo-508	Bo-508	Kyubimon + Winning Percentage: 40%! Nefertimon + Winning Percentage: 40%!	Perfect	Blue		Demon Man	Data	NSo	A	520	500	300	(O)Only once during battle, you may invalidate one of the opponent's Program Option cards before it takes effect.	III30 IV20 P10 U10
Sakuyamon	Bo11	Bo-509	Bo-509	Taomon + Winning Percentage: 60%!	Ultimate	Blue		God Man	Data	NSo	A	700	670	390	The evolution requirements cannot be ignored. Cannot lose its special abilities. (O)A cannot go to zero; you may discard one Nightmare Soldiers Digimon card and double your attack power (1 card max).	III40 IV40 P30 U20
Guilmon	Bo11	Bo-510	Bo-510	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III	Blue		Reptile	Virus	NSp	C	400	200	140	(O)Has the ability "grappling".	III10 IV10 P10 U10
Growmon	Bo11	Bo-511	Bo-511	Guilmon + OO Yuki Agumon + O Mushmon + X	IV	Blue		Demon Dragon	Virus	NSp	A	460	350	250	(O)Has the ability "grappling".	III20 IV10 P10 U10
Megalo Growmon	Bo11	Bo-512	Bo-512	Growmon + Winning Percentage: 40%! Sethmon + Winning Percentage: 40%!	Perfect	Blue		Cyborg	Virus	ME	C	560	480	310	(O)During battle, invalidate one of the opponent's 'Dark City' cards and send it to the Dark Area.	III30 IV20 P10 U10
Impmon	Bo11	Bo-513	Bo-513	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III	Blue		Small Devil	Virus	NSo	C	320	290	140	(O)At the start of the battle, for every card in your slots, add 30 to your attack power.	III10 IV10 P10 U10
Shakomon	Bo11	Bo-514	Bo-514	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III	Blue		Crustacean	Virus	DS	A	360	250	190	(O)Has the ability "underwater".	III10 IV10 P10 U10
Otamamon	Bo11	Bo-515	Bo-515	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III	Blue		Amphibian	Virus	DS	A	360	280	160	(O)Has the ability "underwater".	III10 IV10 P10 U10
Moosemon	Bo11	Bo-516	Bo-516	Psychemon + O Tukaimon + O Lopmon + X	IV	Blue		Ancient Beast	Data	NSp	B	410	320	210	(O)Has the ability "grappling".	III20 IV10 P10 U10
Sepikmon	Bo11	Bo-517	Bo-517	Shamamon + O Floramon + X Agumon + XX	IV	Blue		Demon Man	Data	NSo	A	410	330	200	(O)Has the ability "grappling".	III20 IV10 P10 U10
Archelomon	Bo11	Bo-518	Bo-518	Armadimon + OX Shakomon + O Ganimon + X	IV	Blue		Reptile	Data	DS	C	410	380	230	(O)Has the ability "underwater". (O)When you lose the battle, send the top 3 cards of your opponent's Net Ocean to the Dark Area.	III20 IV20 P10 U10
Orcamon	Bo11	Bo-519	Bo-519	Hawkmon + OO Penmon + O Renamon + OX	IV	Blue		Aquatic Beast Man	Data	DS	B	430	300	190	(O)Has the ability "underwater". (O)When you lose the battle, send the top 3 cards of your opponent's Net Ocean to the Dark Area.	III20 IV10 P10 U10
Submarimon	Bo11	Bo-520	Bo-520	Tentomon + O Ganimon + O	IV	Blue		Aquatic	Vaccine	DS	A	400	380	210	(O)Has the ability "underwater". (O)Change the part of the description of your 'Being Underwater Feels Great!' card that states '+100' to '+200'.	III20 IV10 P10 U10
Depthmon	Bo11	Bo-521	Bo-521	V-mon + OX Renamon + OXX	IV	Blue		Aquatic Beast Man	Data	DS	A	430	370	210	(O)Has the ability "underwater". (O)When you win the battle, further reduce the opponent's points by 10.	III20 IV10 P10 U10
Whamon	Bo11	Bo-522	Bo-522	Gomamon + OX Ganimon + O	IV	Blue		Aquatic	Vaccine	DS	B	470	310	270	(O)Has the ability "underwater". (O)Change the part of the description of your 'Being Underwater Feels Great!' card that states '+100' to '+200'.	III20 IV10 P10 U10
Octmon	Bo11	Bo-523	Bo-523	Shakomon + O Gomamon + X	IV	Blue		Mollusk	Virus	DS	A	450	370	210	(O)Has the ability "underwater". (O)Change the part of the effects of your 'Underwater Attack!' card from 'A' to 'A and B'.	III20 IV10 P10 U10
Ikkakumon	Bo11	Bo-524	Bo-524	Gomamon + OO Terriermon + OO	IV	Blue		Marine Animal	Vaccine	DS	B	470	310	220	(O)Has the ability "underwater". (O)Change the part of the effects of your 'Underwater Attack!' card that states 'A' to 'A and B'.	III20 IV10 P10 U10
Frogmon	Bo11	Bo-525	Bo-525	Otamamon + O Shakomon + O	IV	Blue		Mutant	Data	DS	A	400	380	200	(O)Has the ability "underwater". (O)When you win the battle, further reduce the opponent's points by 10.	III20 IV10 P10 U10
Silphymon	Bo11	Bo-526	Bo-526	Silphymon	Perfect	Blue		Beast Man	Data	WG	B	570	410	300	(O)Has the ability "sky". (O)You may discard two Digimon cards from your hand and double your attack power (2 cards max).	III30 IV20 P10 U10
Karatenmon	Bo11	Bo-527	Bo-527	Shadramon + Winning Percentage: 40%! Mojyamon + Winning Percentage: 40%!	Perfect	Blue		Demon Man	Virus	NSo	B	500	480	310	(O)Has the ability "sky". (O)Halve the opponent's final attack power, after taking into account effects and abilities.	III30 IV20 P10 U10
Scorpiomon	Bo11	Bo-528	Bo-528	Ankylomon + Winning Percentage: 40%! Digmon + Winning Percentage: 40%!	Perfect	Blue		Insect	Data	NSp	C	530	460	300	(O)Has the ability "underground". (O)Halve the opponent's final attack power, after taking into account effects and abilities.	III30 IV20 P10 U10
King Etemon	Bo11	Bo-529	Bo-529	Etemon + Winning Percentage: 60%! Vademon + Winning Percentage: 60%!	Ultimate	Blue		Puppet	Virus	ME	B	620	550	300	Cannot lose its special abilities. (O)When you win the battle, you may add 30 to the opponent's Lost Points.	III60 IV50 P40 U30
Mihiramon	Bo11	Bo-530	Bo-530	Hanumon + Winning Percentage: 80%!	Perfect	Blue		Holy Beast	Data	WG	B	570	530	320	The evolution requirements cannot be ignored. Cannot lose its special abilities. (O)During battle, you may discard one Qinglongmon card from your hand and add 530 to your attack power (1 card max).	III30 IV20 P20 U10
Etemon	Bo11	Bo-531	Bo-531	Platinum Scumon + Winning Percentage: 40%! Icemon + Winning Percentage: 40%!	Perfect	Blue		Puppet	Virus	DS	C	550	540	330	(O)During battle, you may discard one Digimon card from your hand and invalidate one currently active Field Option card.	III30 IV20 P20 U10
Andiramon	Bo11	Bo-532	Bo-532	Wendimon + Winning Percentage: 60%! Goatmon + Winning Percentage: 40%!	Perfect	Blue		Holy Beast	Virus	NSo	B	590	530	300	The evolution requirements cannot be ignored. Cannot lose its special abilities. (O)During battle, you may discard one card from your hand and invalidate one currently active Item Option card.	III30 IV20 P10 U10
Cerberumon	Bo11	Bo-533	Bo-533	Siesamon + Winning Percentage: 80%!	Perfect	Blue		Demon Beast	Vaccine	UK	B	530	490	310	The evolution requirements cannot be ignored. Cannot lose its special abilities. (O)Change the part of the effects of your 'Firewall!!' card that states 'Ultimate' to 'Perfect'.	III30 IV20 P10 U10
Anubimon	Bo11	Bo-534	Bo-534	Cerberumon + Winning Percentage: 80%!	Ultimate	Blue		God Man	Vaccine	UK	A	680	630	410	The evolution requirements cannot be ignored. (O)During battle, every time your points are reduced by 10, add 200 to your attack power.	III40 IV20 P20 U10
Vikemon	Bo11	Bo-535	Bo-535	Zudomon + Winning Percentage: 60%! Minotaurmon + Winning Percentage: 60%!	Ultimate	Blue		Beast Man	Vaccine	DS	A	560	530	440	Cannot lose its special abilities. (O)Has the ability "underwater". (O)When facing a Digimon with the ability "sky", add 400 to your attack power.	III40 IV30 P20 U10
