Name	Set	ImageFile	Evo/Activation	Level	Frame	Group	Type	Attribute	Field	AT	AP	BP	CP	Abilities	LostPoint
Black Megalo Growmon	Bo10	Bo-453	If you have between 10 and 60 points at the beginning of the battle phase, send Black Growmon from the Digimon Box to the Dark Area and make this card appear from your hand.	Perfect	Blue		Cyborg	Virus	ME	C	600	520	280	(O)The opponent loses its special abilities. (O)Cannot receive the effects of the opponent's Option cards. (O)Only once during battle, you may invalidate one of the opponent's Program Option cards before it takes effect.	III40 IV20 P20 U20
Hawkmon	Bo10	Bo-454	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III	Blue		Bird	Data	WG	A	350	230	160	(O)Has the ability "sky".	III10 IV10 P10 U10
Armadimon	Bo10	Bo-455	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III	Blue		Mammal	Vaccine	NSp	C	330	260	150	(O)Has the ability "underground".	III10 IV10 P10 U10
Gomamon	Bo10	Bo-456	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III	Blue		Marine Animal	Vaccine	DS	C	340	260	180	(O)Has the ability "underwater".	III10 IV10 P10 U10
Gold V-dramon	Bo10	Bo-457	Armor Evolution V-mon + Digimental of Fate	IV	Blue		Mythical Dragon	Vaccine	ME	B	520	400	330	(O)The opponent loses its special abilities. (O)Cannot receive the effects of the opponent's Option cards. (O)For every Digimon card you discard from your hand, add 50 to your attack power.	III30 IV20 P10 U10
Sand Yanmamon	Bo10	Bo-458	Wormmon + XX Dokunemon + OO Tentomon + OX	IV	Blue		Insect	Data	NSp	C	430	360	180	(O)Has the ability "sky". (O)When the opponent has the ability "grappling", add 50 to your attack power.	III20 IV10 P10 U10
Flare Lizamon	Bo10	Bo-459	Lopmon + OO Clear Agumon + XX Plotmon + OO	IV	Blue		Flame Dragon	Data	NSp	A	430	390	200	(O)Has the ability "underground". (O)When the opponent has the ability "grappling", add 50 to your attack power.	III20 IV10 P10 U10
Nefertimon	Bo10	Bo-460	Muchomon + OO Plotmon + OO	IV	Blue		Holy Beast	Vaccine	NSp	B	400	380	240	(O)Has the ability "sky". (O)Cannot receive effects that cause the battle to end in a draw.	III20 IV10 P10 U10
Maildramon	Bo10	Bo-461	Armor Evolution Plotmon + Digimental of Fate	IV	Blue		Cyborg	Vaccine	ME	B	510	400	300	(O)The opponent loses its special abilities. (O)Cannot receive the effects of the opponent's Option cards. (O)For every Digimon card you discard from your hand, add 50 to your attack power.	III30 IV20 P20 U10
Lynxmon	Bo10	Bo-462	Lopmon + O Gazimon + X	IV	Blue		Beast	Vaccine	NSp	B	420	330	230	(O)Has the ability "underground". (O)When the opponent has the ability "grappling", add 50 to your attack power.	III20 IV10 P10 U10
Harpymon	Bo10	Bo-463	Floramon + O Renamon + O	IV	Blue		Mythical Beast	Data	WG	A	380	350	270	(O)Has the ability "sky". (O)Cannot receive effects that cause the battle to end in a draw.	III20 IV10 P10 U10
Mantaraymon	Bo10	Bo-464	Shakomon + O Otamamon + O	IV	Blue		Aquatic	Vaccine	DS	A	410	320	250	(O)Has the ability "underwater". (O)When you lose the battle, you may choose one face-down card in your opponent's slots and send it to the Dark Area.	III20 IV10 P10 U10
Boarmon	Bo10	Bo-465	Bakumon + O Elecmon + O	IV	Blue		Mammal	Data	NSp	A	440	310	190	(O)Has the ability "underground". (O)When the opponent has the ability "grappling", add 50 to your attack power.	III20 IV10 P10 U10
Shadramon	Bo10	Bo-466	Gizamon + O Psychemon + X	IV	Blue		Insect	Virus	NSp	A	380	400	230	(O)Has the ability "sky". (O)When the opponent has the ability "grappling", add 50 to your attack power.	III20 IV10 P10 U10
Bitmon	Bo10	Bo-467	Mushmon + O Lopmon + O	IV	Blue		Mammal	Vaccine	NSp	B	380	370	210	(O)Has the ability "underground". (O)When the opponent has the ability "grappling", add 50 to your attack power.	III20 IV10 P10 U10
Sethmon	Bo10	Bo-468	Tukaimon + O Guilmon + X	IV	Blue		Demon Beast	Vaccine	NSo	B	400	370	190	(O)Has the ability "underground". (O)When you lose the battle, you may choose one face-down card in your opponent's slots and send it to the Dark Area.	III20 IV10 P10 U10
Holsmon	Bo10	Bo-469	Bakumon + O Terriermon + O	IV	Blue		Beast	Data	NSp	A	380	400	200	(O)Has the ability "sky". (O)Cannot receive effects that cause the battle to end in a draw.	III20 IV10 P10 U10
Pteranomon	Bo10	Bo-470	Piyomon + O Muchomon + O	IV	Blue		Pterosaur	Data	WG	C	380	440	180	(O)Has the ability "sky". (O)Cannot receive effects that cause the battle to end in a draw.	III20 IV10 P10 U10
Swanmon	Bo10	Bo-471	Penmon + O Betamon + O	IV	Blue		Bird	Vaccine	WG	A	430	310	210	(O)Has the ability "sky". (O)Cannot receive effects that cause the battle to end in a draw.	III20 IV10 P10 U10
Rapidmon	Bo10	Bo-472	Armor Evolution Terriermon + Digimental of Fate	IV	Blue		Holy Knight	Vaccine	ME	B	500	430	300	(O)The opponent loses its special abilities. (O)Cannot receive the effects of the opponent's Option cards. (O)For every Digimon card you discard from your hand, add 50 to your attack power.	III30 IV20 P10 U10
Aquilamon	Bo10	Bo-473	Hawkmon + OO Alraumon + OO	IV	Blue		Giant Bird	Data	WG	A	430	380	220	(O)Has the ability "sky". (O)Cannot receive effects that cause the battle to end in a draw.	III20 IV10 P10 U10
