Name	Set	ImageFile	Evo/Activation	Level	Frame	Group	Type	Attribute	Field	AT	AP	BP	CP	Abilities	LostPoint
Wizardmon	St1	St-44	Bakumon + XX Pico Devimon + X Candmon + X	IV 	Blue		Demon Man	Data	NSo	B	400	370	170	None	III20 IV10 P10 U10
Agumon	St1	St-1	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III	Blue		Reptile	Vaccine	NSp	A	360	230	160	None	III10 IV10 P10 U10
Greymon	St1	St-2	Agumon + OO	IV	Blue		Dinosaur	Vaccine	NSp	A	440	340	200	None	III20 IV10 P10 U10
Piyomon	St1	St-3	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III	Blue		Chick	Data	WG	A	360	240	130	(O)Has the ability "sky".	III10 IV10 P10 U10
Birdramon 	St1	St-4 	Piyomon + O	IV 	Blue		Giant Bird 	Vaccine 	WG 	B 	410	360	200	(O)Has the ability "sky".	III20 IV10 P10 U10
Gabumon 	St1	St-5 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III 	Blue		Reptile 	Data 	NSp 	B 	350	240	150	None	III10 IV10 P10 U10
Garurumon 	St1	St-6 	Gabumon + XX Bakumon + X	IV 	Blue		Beast 	Data 	NSo 	B 	410	330	180	None	III20 IV10 P10 U10
Tentomon 	St1	St-7 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III 	Blue		Insect 	Vaccine 	NSp 	A 	320	250	120	(O)Has the ability "sky".	III10 IV10 P10 U10
Kabuterimon 	St1	St-8 	Tentomon + OO Gabumon + OO	IV 	Blue		Insect 	Vaccine 	NSp 	A 	420	340	190	(O)Has the ability "sky".	III20 IV10 P10 U10
Palmon 	St1	St-9 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III 	Blue		Plant 	Data 	NSp 	A 	350	250	150	None	III10 IV10 P10 U10
Togemon 	St1	St-10 	Palmon + OO Agumon + OO	IV 	Blue		Plant 	Data 	WG 	C 	380	300	180	None	III20 IV10 P10 U10
Gomamon 	St1	St-11 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III 	Blue		Marine Animal 	Vaccine 	DS	A	360	250	110	(O)Has the ability "underwater".	III10 IV10 P10 U10
Ikkakumon 	St1	St-12 	Gomamon + O Shakomon + OO	IV 	Blue		Marine Animal 	Vaccine 	DS	A 	430	360	150	(O)Has the ability "underwater".	III20 IV10 P10 U10
Patamon 	St1	St-13 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III 	Blue		Mammal 	Data 	WG	B 	360	250	150	(O)Has the ability "sky".	III10 IV10 P10 U10
Angemon 	St1	St-14 	Patamon + O Gabumon + O Palmon + O	IV 	Blue		Angel 	Vaccine 	WG 	A 	420	360	170	(O)Has the ability "sky".	III20 IV10 P10 U10
Nanimon 	St1	St-15 	Piyomon + X Palmon + X	IV 	Blue		Mutant 	Virus 	UK 	C 	280	220	120	(O)If you win the battle, send one card from the opponent's Net Ocean to the Dark Area.	III10 IV10 P10 U10
Unimon 	St1	St-16 	Patamon + OO	IV 	Blue		Beast 	Vaccine 	WG 	A 	400	320	190	(O)Has the ability "sky".	III20 IV10 P10 U10
Centalmon 	St1	St-17 	Patamon + XX	IV 	Blue		Beast Man 	Data 	NSp 	B 	410	360	200	None	III20 IV10 P10 U10
Kunemon 	St1	St-18 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III 	Blue		Larva 	Virus 	NSp 	C 	340	240	120	(O)Has the ability "underground".	III10 IV10 P10 U10
Dokugumon 	St1	St-19 	Piyomon + OX Palmon + OX	IV 	Blue		Insect 	Virus 	UK 	C 	420	350	170	None	III20 IV10 P10 U10
Musyamon 	St1	St-20 	Patamon + OX Kunemon + OX	IV 	Blue		Demon Man 	Virus 	UK 	C 	470	350	170	None	III20 IV10 P10 U10
Chimairamon 	St1	St-21 	Nanimon + Winning Percentage: 40%!	Perfect 	Blue		Composite 	Data 	UK 	B 	480	520	220	(O)Has the ability "sky".	III40 IV20 P10 U10
Golemon 	St1	St-22 	Agumon + OX Piyomon + OX	IV 	Blue		Rock 	Virus 	UK 	C 	410	300	200	(O)Has the ability "underground".	III20 IV10 P10 U10
Gottsumon 	St1	St-23 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III 	Blue		Ore 	Data 	NSp 	B 	330	250	100	(O)Has the ability "underground".	III10 IV10 P10 U10
Otamamon 	St1	St-24 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III 	Blue		Amphibian 	Virus 	NSp 	C 	300	240	120	(O)Has the ability "underground".	III10 IV10 P10 U10
Tortamon 	St1	St-25 	Tentomon + O Gottsumon + OO tamamon + OO	IV 	Blue		Reptile 	Vaccine 	NSp 	A 	430	360	150	None	III20 IV10 P10 U10
Starmon 	St1	St-26 	Gottsumon + XX Otamamon + OO	IV 	Blue		Mutant 	Data 	NSp 	B 	460	350	200	None	III20 IV10 P10 U10
Gekomon 	St1	St-27 	Tentomon + X Gottsumon + XX Otamamon + X	IV 	Blue		Amphibian 	Virus 	NSp 	C 	450	390	200	None	III30 IV10 P10 U10
Atlur Kabuterimon 	St1	St-28 	Kabuterimon + Winning Percentage: 40%! Tortamon + Winning Percentage: 40%! Birdramon + Winning Percentage: 40%!	Perfect 	Blue		Insect 	Vaccine 	NSp 	A 	450	340	250	None	III30 IV30 P20 U10
Triceramon 	St1	St-29 	Starmon + Winning Percentage: 40%! Monochromon + Winning Percentage: 40%! Greymon + Winning Percentage: 40%!	Perfect 	Blue		Ceratopsian 	Data 	NSp 	B 	470	430	250	None	III30 IV20 P10 U10
Piccolomon 	St1	St-30 	Jogress Evolution Tortamon + Gekomon Monochromon + Starmon Dokugumon + Golemon	Perfect 	Blue		Fairy 	Data 	NSp 	B 	470	420	220	(O)Has the ability "sky".	III30 IV20 P10 U10
Okuwamon 	St1	St-31 	Kuwagamon + Winning Percentage: 40%! Gekomon + Winning Percentage: 40%!	Perfect 	Blue		Insect 	Virus 	NSp 	C 	470	380	220	(O)Has the ability "sky".	III30 IV20 P10 U10
Skull Greymon 	St1	St-32 	Kabuterimon + Winning Percentage: 40%! Angemon + Winning Percentage: 40%! Birdramon + Winning Percentage: 40%! Greymon + Winning Percentage: 40%!	Perfect 	Blue		Skeleton 	Virus 	NSo 	C 	500	430	150	None	III30 IV20 P10 U10
Herakle Kabuterimon 	St1	St-33 	Atlur Kabuterimon + Winning Percentage: 60%! Okuwamon + Winning Percentage: 60%!	Ultimate 	Blue		Insect 	Vaccine 	NSp 	A 	520	470	290	(O)Has the ability "sky".(O)Regain 30 points when you evolve into this Digimon. 	III40 IV30 P20 U10
Saber Leomon 	St1	St-34 	Jogress Evolution Triceramon + Piccolomon	Ultimate 	Blue		Ancient Beast 	Data 	NSp 	B 	550	500	310	(O)Regain 30 points when you evolve into this Digimon.	III40 IV30 P20 U10
Rukamon 	St1	St-35 	Gomamon + O Ganimon + O	IV 	Blue		Aquatic Mammal 	Vaccine 	DS 	A 	400	380	180	(O)Has the ability "underwater".	III20 IV10 P10 U10
Coelamon 	St1	St-36 	Gomamon + O OGanimon + O	IV 	Blue		Ancient Fish 	Data 	DS 	B 	410	350	190	(O)Has the ability "underwater".	III20 IV10 P10 U10
Octmon 	St1	St-37 	Gomamon + XX Shakomon + XX	IV 	Blue		Mollusk 	Virus 	DS 	C 	450	390	180	(O)Has the ability "underwater".	III30 IV20 P10 U10
Zudomon 	St1	St-38 	Ikkakumon + Winning Percentage: 40%! Rukamon + Winning Percentage: 40%! Golemon + Winning Percentage: 40%!	Perfect 	Blue		Marine Animal 	Vaccine 	DS 	A 	490	390	230	(O)Has the ability "underwater".	III30 IV20 P10 U10
