Name	Set	ImageFile	Evo/Activation	Level	Frame	Group	Type	Attribute	Field	AT	AP	BP	CP	Abilities	LostPoint
Mugendramon	Bo2	Bo-55	Metal Greymon + Winning Percentage: 40%! Megadramon + Winning Percentage: 40%! Aero V-dramon + Winning Percentage: 40%!	Ultimate	Blue		Cyborg	Virus	ME	C	550	490	330	(O)Regain 30 points when you evolve into this Digimon.	III40 IV30 P20 U20
Cockatrimon	Bo2	Bo-56	Piyomon + XX	IV	Blue		Giant Bird	Data	WG	B	440	360	190	None	III30 IV10 P10 U10
Etemon	Bo2	Bo-57	Scumon + Winning Percentage: 60%!	Perfect	Blue		Puppet	Virus	UK	C	480	420	260	None	III30 IV30 P10 U10
Whamon	Bo2	Bo-58	Gomamon + X Elecmon + XX	IV	Blue		Aquatic	Vaccine	DS	A	400	360	190	(O)Has the ability "underwater".	III20 IV10 P10 U10
Scumon	Bo2	Bo-59	Patamon + X Kunemon + X	IV	Blue		Mutant	Virus	UK	C	220	160	120	(O)When you win the battle, further reduce the opponent's points by 10.	III10 IV10 P10 U10
Gazimon	Bo2	Bo-60	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III	Blue		Mammal	Virus	UK	C	360	250	140	(O)Has the ability "underground".	III10 IV10 P10 U10
Elecmon	Bo2	Bo-61	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III	Blue		Mammal	Data	NSp	B	340	260	140	(O)Has the ability "underground".	III10 IV10 P10 U10
Monzaemon	Bo2	Bo-62	Numemon + Winning Percentage: 60%!	Perfect	Blue		Puppet	Vaccine	ME	A	470	400	250	None	III30 IV20 P10 U10
Numemon	Bo2	Bo-63	Agumon + X Elecmon + X	IV	Blue		Mollusk	Virus	UK	C	280	180	170	(O)Has the ability "underground". (O)When you win the battle, further reduce the opponent's points by 10.	III10 IV10 P10 U10
Mamemon	Bo2	Bo-64	Greymon + Winning Percentage: 40%! Meramon + Winning Percentage: 40%! Seadramon + Winning Percentage: 40%!	Perfect	Blue		Mutant	Data	UK	B	450	390	220	(O)Has the ability "underground".	III30 IV20 P10 U10
Metal Mamemon	Bo2	Bo-65	Garurumon + Winning Percentage: 40%! Yukidarumon + Winning Percentage: 40%! Whamon + Winning Percentage: 40%!	Perfect	Blue		Cyborg	Data	ME	B	460	410	250	None	III30 IV20 P20 U10
Tyranomon	Bo2	Bo-66	Agumon + XX	IV	Blue		Dinosaur	Data	NSp	B	420	360	190	None	III20 IV10 P10 U10
Nanomon	Bo2	Bo-67	Cyclomon + Winning Percentage: 40%! Tuskmon + Winning Percentage: 40%! Deltamon + Winning Percentage: 40%!	Perfect	Blue		Machine	Virus	UK	C	460	380	160	None	III30 IV20 P20 U10
Giromon	Bo2	Bo-68	Centalmon + Winning Percentage: 40%! Bakemon + Winning Percentage: 40%! Drimogemon + Winning Percentage: 40%!	Perfect	Blue		Machine	Vaccine	ME	A	450	390	240	None	III30 IV20 P10 U10
Megadramon	Bo2	Bo-69	Monochromon + Winning Percentage: 40%! Leomon + Winning Percentage: 40%! Coelamon + Winning Percentage: 40%!	Perfect	Blue		Cyborg	Virus	ME	C	480	420	210	(O)Has the ability "sky".	III30 IV20 P10 U10
Digitamamon	Bo2	Bo-70	Nanimon + Winning Percentage: 60%!	Perfect	Blue		Perfect	Data	UK	B	480	410	290	None	III30 IV20 P20 U10
Gizamon	Bo2	Bo-71	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III	Blue		Aquatic Mammal	Virus	UK	C	340	250	160	(O)Has the ability "underwater". (O)Has the ability "underground".	III10 IV10 P10 U10
Raremon	Bo2	Bo-72	Gazimon + X Gizamon + X	IV	Blue		Undead	Virus	NSo	C	320	280	210	(O)When you win the battle, send the top card of the opponent's Net Ocean to the Dark Area.	III20 IV10 P10 U10
Ex-Tyranomon	Bo2	Bo-73	Raremon + Winning Percentage: 60%!	Perfect	Blue		Puppet	Vaccine	UK	A	460	410	280	None	III30 IV30 P10 U10
Deltamon	Bo2	Bo-74	Gizamon + XX	IV	Blue		Composite	Virus	UK	C	410	390	160	None	III20 IV20 P10 U10
Tuskmon	Bo2	Bo-75	Gazimon + XX Gizamon + XX	IV	Blue		Dinosaur	Virus	UK	C	420	400	230	None	III20 IV20 P10 U10
Vamdemon	Bo2	Bo-76	Devimon + Winning Percentage: 60%! Bakemon + Winning Percentage: 60%!	Perfect	Blue		Undead	Virus	NSo	C	490	380	240	None	III40 IV30 P20 U10
Tailmon	Bo2	Bo-77	Patamon + OO Gazimon + OO Elecmon + OO	IV	Blue		Holy Beast	Vaccine	NSp	A	440	370	180	None	III20 IV20 P10 U10
Cyclomon	Bo2	Bo-78	Gazimon + XX	IV	Blue		Dragon Man	Virus	UK	C	480	400	220	None	III30 IV20 P10 U10
Dark Tyranomon	Bo2	Bo-79	Gazimon + OO	IV	Blue		Dinosaur	Virus	UK	C	450	350	210	None	III20 IV20 P10 U10
Metal Greymon	Bo2	Bo-80	Greymon + Winning Percentage: 40%! V-dramon + Winning Percentage: 40%!	Perfect	Blue		Cyborg	Vaccine	ME	A	510	440	220	(O)Has the ability "sky".	III30 IV20 P10 U10
Floramon	Bo2	Bo-81	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III	Blue		Plant	Data	WG	B	330	260	170	None	III10 IV10 P10 U10
Mushmon	Bo2	Bo-82	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III	Blue		Plant	Virus	WG	C	340	250	130	None	III10 IV10 P10 U10
V-dramon	Bo2	Bo-83	Piyomon + OO Mushmon + OO	IV	Blue		Mythical Dragon	Vaccine	WG	A	420	350	210	None	III20 IV10 P10 U10
