Name	Set	ImageFile	Card Number	Evo/Activation	Level	Frame	Group	Type	Attribute	Field	AT	AP	BP	CP	Abilities	LostPoint
Dinobeemon	Bo7	Bo-308	Bo-308	Jogress Evolution Stingmon + XV-mon Flybeemon + Honeybeemon Searchmon + Shadramon	Perfect	Blue		Mutant	Virus	NSp	B	530	440	310	(O)During battle, the opponent's Level IV Digimon loses its special abilities. (O)When facing an opponent without the ability "grappling", add 100 to your attack power.	III30 IV20 P10 U10
Lopmon	Bo7	Bo-309	Bo-309	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III	Blue		Beast	Data	NSp	A	280	240	170	(O)You may discard one Terriermon card from your hand and add 200 to your A attack power (1 card max).	III10 IV10 P10 U10
Parrotmon	Bo7	Bo-310	Bo-310	Saberdramon + Winning Percentage: 60%! Birdramon + Winning Percentage: 60%! (O)Can only evolve from Vaccine attribute Digimon.	Perfect	Blue		Giant Bird	Vaccine	WG	C	510	460	230	(O)Has the ability "sky". (O)When you lose the battle, you may discard your whole hand and send the opponent's non-Level III Digimon to the Dark Area.	III30 IV30 P20 U10
Crossmon	Bo7	Bo-311	Bo-311	Jogress Evolution Blossomon + Nanomon Chimairamon + Metal Greymon Parrotmon + Winning Percentage: 60%!	Ultimate	Blue		Cyborg	Vaccine	ME	B	560	510	370	(O)The opponent loses its special abilities. (O)During battle, the opponent cannot use "Offense Plug-In A", "High Speed Plug-In B", or "Defense Plug-In C". 	III40 IV30 P20 U10
Lampmon	Bo7	Bo-312	Bo-312	Jogress Evolution Metal Mamemon + Mamemon Asuramon + Insekimon Shakkoumon + Winning Percentage: 60%!	Ultimate	Blue		Demon Man	Data	UK	B	580	530	340	(O)The opponent loses its special abilities. (O)During battle, the opponent cannot use "Offense Plug-In A", "High Speed Plug-In B", or "Defense Plug-In C". 	III40 IV20 P20 U10
Zanbamon	Bo7	Bo-313	Bo-313	Jogress Evolution Metal Greymon + Metal Tyranomon Digitamamon + Gigadramon Dinobeemon + Winning Percentage: 60%!	Ultimate	Blue		Demon Man	Virus	UK	C	570	500	380	(O)The opponent loses its special abilities, and their attack power is reduced by 30. (O)During battle, the opponent cannot use the cards 'No Items Allowed' and 'Emergency Program Halt!'.	III40 IV30 P20 U10
Allomon	Bo7	Bo-314	Bo-314	Armor Evolution Hawkmon + Digimental of Courage	IV	Blue		Dinosaur	Data	NSp	A	460	320	230	(O)Halve the opponent's final attack power, after taking into account effects and special abilities.	III30 IV20 P20 U10
Rinkmon	Bo7	Bo-315	Bo-315	Armor Evolution Hawkmon + Digimental of Friendship	IV	Blue		Cyborg	Data	NSp	B	410	380	240	(O)When you lose the battle, you may discard your whole hand and send the opponent's non-Level III Digimon to the Dark Area.	III30 IV20 P20 U10
Flybeemon	Bo7	Bo-316	Bo-316	Armor Evolution Hawkmon + Digimental of Knowledge	IV	Blue		Insect	Data	NSp	B	400	310	250	(O)During your Preparation Phase, you may discard one card from your hand and look at the opponent's whole hand as many times as you want.	III30 IV20 P10 U10
Orcamon	Bo7	Bo-317	Bo-317	Armor Evolution Hawkmon + Digimental of Sincerity	IV	Blue		Aquatic Beast Man	Data	DS	A	430	360	240	(O)For every Digimon card you discard from your hand, reduce the opponent's attack power by 30.	III30 IV20 P20 U10
Moosemon	Bo7	Bo-318	Bo-318	Armor Evolution Hawkmon + Digimental of Hope	IV	Blue		Ancient Beast	Data	NSp	C	440	350	260	(O)At the end of the turn, you may discard one card from your hand, and invalidate one currently active Field Option card.	III30 IV20 P20 U10
Harpymon	Bo7	Bo-319	Bo-319	Armor Evolution Hawkmon + Digimental of Light	IV	Blue		Mythical Beast	Data	WG	C	450	360	210	(O)When you lose the battle, you may discard your whole hand and send the opponent's non-Level III Digimon to the Dark Area.	III30 IV20 P20 U10
Tocanmon	Bo7	Bo-320	Bo-320	Armor Evolution Hawkmon + Digimental of Kindness	IV	Blue		Bird	Data	UK	B	430	330	290	(O)This Digimon will always attack last, regardless of original turn order.	III30 IV20 P20 U10
Peacockmon	Bo7	Bo-321	Bo-321	Armor Evolution Hawkmon + Digimental of Miracles	IV	Blue		Machine	Data	ME	A	410	380	260	(O)The opponent Digimon loses its special abilities. (O)For every Digimon card you discard from your hand, add 50 to your attack power.	III30 IV20 P10 U10
Hououmon	Bo7	Bo-322	Bo-322	Jogress Evolution Garudamon + Holy Angemon Garudamon + Winning Percentage: 60%! Silphymon + Winning Percentage: 60%!	Ultimate	Blue		Holy Beast	Vaccine	WG	C	580	520	340	(O)The opponent loses its special abilities, and their attack power is reduced by 80. (O)During battle, the opponent cannot use the card 'No Items Allowed!'.	III40 IV30 P20 U10
Pucchiemon	Bo7	Bo-323	Bo-323	Armor Evolution Wormmon + Digimental of Kindness	IV	Blue		Fairy	Vaccine	NSp	A	440	340	250	(O)This Digimon will always attack last, regardless of original turn order.	III30 IV20 P20 U10
Kangarumon	Bo7	Bo-324	Bo-324	Armor Evolution V-mon + Digimental of Kindness	IV	Blue		Mammal	Vaccine	NSp	A	430	340	250	(O)This Digimon will always attack last, regardless of original turn order.	III30 IV20 P10 U10
Lynxmon	Bo7	Bo-325	Bo-325	Armor Evolution Tailmon + Digimental of Courage	IV	Blue		Beast	Vaccine	NSp	A	460	360	250	(O)When facing a Level IV Digimon, add 50 to your attack power. (O)When facing a Level IV Digimon, add 50 to your attack power.	III20 IV20 P20 U10
