Name	Set	ImageFile	Evo/Activation	Level	Frame	Group	Type	Attribute	Field	AT	AP	BP	CP	Abilities	LostPoint
Chaos Dukemon	Bo12	Bo-550	Black Megalo Growmon + Winning Percentage: 80%! 	Ultimate	Blue		Dark Knight 	Virus	DA	B	740	580	430	The evolution requirements cannot be ignored. Cannot lose its special abilities. A will not go to zero due to the effects of attack C. (O)When facing Dukemon, quintuple your attack power.	III40 IV40 P20 U20
Black Tailmon	Bo12	Bo-551	At the start of the battle, send your Tailmon from the box to the Dark Area, and make this card appear directly from your hand. 	IV	Blue		Demon Beast	Virus	NSo	C	480	330	250	Cannot lose its special abilities. (O)When facing a Holy Beast type Digimon (excluding Ultimate levels), double your attack power. 	III30 IV20 P10 U10 
V-Dramon	Bo12	Bo-552	Guilmon + OOO 	IV	Blue		Mythical Dragon	Virus	NSo	B	520	420	180	(O)Has the ability "grappling". (O)When there is a Greymon (Virus attribute) on your sheet, add 100 to your attack power.	III20 IV10 P10  U10 
Doumon	Bo12	Bo-553	When you have 10-60 points remaining, at the start of the battle, send the Youkomon card in your box to the Dark Area, and make this card appear from your hand. 	Perfect	Blue		Demon Man	Data	NSo	A	540	520	250	Cannot lose its special abilities. (O)The opponent loses its special abilities. (O)When facing Taomon, quadruple your attack power. 	III40 IV20 P20 U10
Tukaimon	Bo12	Bo-554	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area. 	III	Blue		Mammal	Virus	NSp	B	380	250	160	(S)When your points are 50 and below, send this card from your hand and add 250 to the attack power of one of your Digimon belonging to Nature Spirits (this is a support ability). 	III10 IV10 P10 U10
Dokunemon	Bo12	Bo-555	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area. 	III	Blue		Larva	Virus	NSp	A	360	270	170	(S) When your points are 50 and below, send this card from your hand and add 270 to the attack power of one of your Digimon belonging to Nature Spirits (this is a support ability). 	III10 IV10 P10 U10
Psychemon	Bo12	Bo-556	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III	Blue		Reptile	Data	NSp	C	370	260	160	(S) When your points are 50 and below, send this card from your hand and add 260 to the attack power of one of your Digimon belonging to Nature Spirits (this is a support ability).  	III10 IV10 P10 U10
Zanbamon	Bo12	Bo-557	During battle, when there is either a Musyamon or Yaksamon card in your Digimon box, discard either a Musyamon or Yaksamon card from your hand, and make this card appear from your hand. 	Ultimate	Blue		Demon Man	Virus	DA	A	700	580	420	Cannot lose its special abilities. A cannot go to zero as a result of attack C. (O)When facing Sakuyamon, quintuple your attack power. 	III40 IV30 P20 U10
Kumbhiramon	Bo12	Bo-558	Prairiemon (Armor Evolution) + Winning Percentage: 40%!/Bullmon (Armor Evolution) + Winning Percentage: 60%!  	Perfect	Blue		Holy Beast	Vaccine	NSp	B	470	410	320	The evolution requirements cannot be ignored. (O)For every Xuanwumon card you have in your hand, add 100 to your attack power. 	III20 IV10 P10  U10 
Vajramon	Bo12	Bo-559	Bullmon + Winning Percentage: 80%!/(O)Send one additional card from your hand to the Dark Area. 	Perfect	Blue	Deva	Holy Beast	Vaccine	NSp	C	490	460	350	The evolution requirements cannot be ignored. (O)When there is a Xuanwumon on your sheet, quadruple your attack power. 	III30 IV20 P10  U10 
Mihiramon	Bo12	Bo-560	Lynxmon (Armor Evolution) + Winning Percentage: 60%!/Bitmon (Armor Evolution) + Winning Percentage: 60%! 	Perfect	Blue	Deva	Holy Beast	Data	WG	A	510	430	310	The evolution requirements cannot be ignored. (O)When there is a Qinglongmon on your sheet, quadruple your attack power. 	III30 IV20 P10  U10 
Pandamon	Bo12	Bo-561	When you have 10-30 points left, when the battle starts you can send your Monzaemon or Waru Monzaemon from your box to the Dark Area, and make this card appear from your hand./(O)At the end of the turn during which appearance took place, send this card to the Dark Area. 	Perfect	Blue		Puppet	Data	UK	A	530	440	160	Cannot lose its special abilities. (O)The opponent loses its special abilities. (O)During battle, immediately recover 20 of your points and reduce the opponent's points by 20.	III30 IV30 P30  U30 
Andiramon	Bo12	Bo-562	Turuiemon + Winning Percentage: 80%!/(O)Send one additional card from your hand to the Dark Area. 	Perfect	Blue	Deva	Holy Beast	Data	WG	B	510	480	300	The evolution requirements cannot be ignored. (O)For every Qinglongmon card you have in your hand, add 100 to your attack power.	III30 IV20 P10  U10 
Majiramon	Bo12	Bo-563	Fladramon + Winning Percentage: 80%!/(O)Send one additional card from your hand to the Dark Area. 	Perfect	Blue	Deva	Holy Dragon	Data	WG	C	520	450	300	The evolution requirements cannot be ignored. (O)When there is a Qinglongmon on your sheet, quadruple your attack power.	III30 IV20 P10  U10 
Sandiramon	Bo12	Bo-564	Coatlmon (Armor Evolution) + Winning Percentage: 60%!/Sagittarimon (Armor Evolution) + Winning Percentage: 60%! 	Perfect	Blue	Deva	Holy Beast	Virus	NSo	B	540	420	290	The evolution requirements cannot be ignored. (O)During battle, you may discard one Zhuqiaomon card from your hand and triple your attack power (1 card max). 	III20 IV20 P10  U10 
Kongoumon	Bo12	Bo-565	Armor Evolution/Wormmon + Digimental of Miracles 	IV	Blue		Insect	Data	VB	B	550	430	300	(O)The opponent loses its special abilities. (O)Cannot receive the effects of the opponent's Option cards. (O)For every Digimon card you discard from your hand, add 50 to your attack power. 	III30 IV20 P10  U10 
Indaramon	Bo12	Bo-566	Sagittarimon + Winning Percentage: 60%!/(O)Can only evolve from Digimon with Appearance Requirements, or have 'Armour Evolution' under their Fusion Requirements.	Perfect	Blue	Deva	Holy Beast	Virus	NSo	C	550	400	320	The evolution requirements cannot be ignored. (O)During battle, you may discard one Zhuqiaomon card from your hand and triple your attack power (1 card max). 	III20 IV20 P10  U10 
Pajiramon	Bo12	Bo-567	Sheepmon (Armor Evolution) + Winning Percentage: 60%!/Opossumon (Armor Evolution) + Winning Percentage: 60%! 	Perfect	Blue	Deva	Holy Beast	Virus	NSo	A	530	410	300	The evolution requirements cannot be ignored. (O)For every Zhuqiaomon card you have in your hand, add 120 to your attack power. 	III20 IV20 P10  U10 
Makuramon	Bo12	Bo-568	Opossumon + Winning Percentage: 80%!/(O)Send one additional card from your hand to the Dark Area. 	Perfect	Blue	Deva	Holy Beast	Data	ME	A	500	490	250	The evolution requirements cannot be ignored. (O)For every Baihumon card you have in your hand, add 120 to your attack power. 	III20 IV10 P10  U10 
Sagittarimon	Bo12	Bo-569	At the start of the battle, send your Centalmon from the Box to the Dark Area, and make this card appear directly from your hand	IV	Blue		Mythical Beast	Vaccine	VB	B	540	440	210	This Digimon can use the card 'Holy Arrow'. (O)Has the ability "grappling". 	III30 IV30 P20 U10
Sinduramon	Bo12	Bo-570	Swanmon (Armor Evolution) + Winning Percentage: 60%!/Lighdramon (Armor Evolution) + Winning Percentage: 60%! 	Perfect	Blue	Deva	Holy Bird	Data	ME	B	510	470	290	The evolution requirements cannot be ignored. (O)During battle, you may discard one Baihumon card from your hand and triple your attack power (1 card max). 	III30 IV20 P10  U10 
Caturamon	Bo12	Bo-571	Lighdramon + Winning Percentage: 80%!/(O)Send one additional card from your hand to the Dark Area.	Perfect	Blue	Deva	Holy Beast	Data	ME	C	510	500	300	The evolution requirements cannot be ignored. (O)During battle, you may discard one Baihumon card from your hand and triple your attack power (1 card max). 	III30 IV20 P10  U10 
Vikaralamon	Bo12	Bo-572	Boarmon + Winning Percentage: 80%!/(O)Send one additional card from your hand to the Dark Area.	Perfect	Blue	Deva	Holy Beast	Vaccine	NSp	A	500	450	350	The evolution requirements cannot be ignored. (O)When there is a Xuanwumon on your sheet, quadruple your attack power. 	III30 IV20 P10  U10 
