Name	Set	ImageFile	Evo/Activation	Level	Frame	Group	Type	Attribute	Field	AT	AP	BP	CP	Abilities	LostPoint
Omegamon 	St16	St-994 	Omegamon (Red Frame) + X-Eraser War Greymon (Blue Frame) + Metal Garurumon (Blue Frame)	Ultimate	Blue 	Royal Knights	Holy Knight 	Vaccine	VB	B	900	770	640	The evolution requirements cannot be ignored. (S)When the opponent is a red frame Digimon, add 610 to the attack power of your Ultimate level. (O)Has the ability "proud". (O)When there is a red frame Digimon on the opponent's sheet, add 400 to your attack power. (O)Cannot receive the effects of the opponent's Option cards. 	III40 IV40 P30 U30
DORUmon 	St16	Sx-81 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III	Red 		Beast 	Data	Nsp	A	410	240	230	Cannot receive the effects of 'Dark Tower'. 	III20 IV10 P10 U10
DORUgamon 	St16	Sx-82 	DORUmon + Winning Percentage: 40%! DORUmon + OOO Funbeemon + Winning Percentage: 40%!	IV	Red 		Beast Dragon 	Data	Nsp	B	500	450	280	The evolution requirements cannot be ignored. (S)When your points are 80 and below, add 400 to the attack power of your Beast Dragon type Digimon. (O)Has the ability "underground".	III30 IV20 P10 U10
DORUguremon 	St16	Sx-83 	DORUgamon + Winning Percentage: 60%! Waspmon + Winning Percentage: 60%! Rhinomon + Winning Percentage: 60%!	Perfect	Red 		Beast Dragon 	Data	Nsp	C	680	600	500	The evolution requirements cannot be ignored. (S)When your points are 50 and below, add 500 to the attack power of your Beast Dragon type or Data attribute Digimon. (O)Has the abilities "grappling" and "flame".	III40 IV30 P20 U10
DORUgoramon 	St16	Sx-84 	DORUguremon + Winning Percentage: 80%!	Ultimate	Red 		Beast Dragon 	Data	Nsp	A	940	820	660	The evolution requirements cannot be ignored. (O)For every face up card on the opponent's sheet, add 100 to your attack power (excluding cards with golden frames).	III50 IV50 P40 U30
Death-X-DORUgoramon 	St16	Sx-85 	Death-X-DORUguremon + Winning Percentage: 80%! Death-X-DORUguremon + Death-X-Evolution!! DORUguremon + Death-X-Evolution!!	Ultimate	Red 		Undead 	Virus	DA	B	980	700	680	The evolution requirements cannot be ignored. (O)During battle, you may discard one DORUgoramon card from your hand, and triple your attack power.	III50 IV50 P40 U30
Death-X-DORUguremon 	St16	Sx-86 	Death-X-DORUgamon + Winning Percentage: 60%! Death-X-DORUgamon + Death-X-Evolution!! DORUgamon + Death-X-Evolution!!	Perfect	Red 		Undead 	Virus	DA	A	780	630	520	The evolution requirements cannot be ignored. (O)The opponent loses its special abilities. (O)For every Digimon card you discard from your hand, add 150 to your attack power. 	III40 IV40 P40 U30
Death-X-DORUgamon 	St16	Sx-87 	DORUmon + Winning Percentage: 40%! DORUmon + Death-X-Evolution!! DORUmon + XXXX 	IV	Red 		Undead 	Virus	DA	C	560	430	220	The evolution requirements cannot be ignored. (S)When your points are 30 and below, add 500 to the attack power of your Beast Dragon type or Virus attribute Digimon. (O)Has the ability "hungry".	III30 IV20 P10 U10
Ryudamon 	St16	Sx-88 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area.	III	Red 		Beast 	Vaccine	Nsp	C	460	220	200	Cannot receive the effects of 'Dark Tower'. 	III20 IV10 P10 U10
Ginryumon 	St16	Sx-89 	Ryudamon + Winning Percentage: 40%! Ryudamon + OOO Funbeemon + Winning Percentage: 40%!	IV	Red 		Beast Dragon 	Vaccine	Nsp	B	520	450	240	The evolution requirements cannot be ignored. (S)When your points are 80 and below, add 400 to the attack power of your Beast Dragon type Digimon. (S)Has the abilities "underground" and "grappling".	III30 IV20 P10 U10
