Name	Set	ImageFile	Card Number	Evo/Activation	Level	Frame	Group	Type	Attribute	Field	AT	AP	BP	CP	Abilities	LostPoint
Ancient Sphinxmon	Bo16	Bo-753	Bo-753	At the start of the battle, when the opponent's attack power is 580 or above, discard one Digimon card from your hand whose type contains the words 'Demon Man', and make this card appear from your hand. 	Ultimate	Blue	Warrior Ten	Ancient Mythical Beast	Virus	UK	B	710	650	520	(O)Has the ability "sky". (O)When facing a Digimon belonging to the Warrior Ten, add 300 to your attack power. 	III30 IV30 P30 U30
Agumon	Bo16	Bo-754	Bo-754	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area. 	III	Blue		Reptile	Virus	NSp	B	370	210	200	(S)When your points are 80 and below, you may send this card from your hand to the support box of a Hybrid level Digimon. After that, add 210 to the attack power of the supported Hybrid level. 	III20 IV10 P10 U10
Muchomon	Bo16	Bo-755	Bo-755	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area. 	III	Blue		Bird	Data	DS	A	370	220	180	(S)When your points are 80 and below, you may send this card from your hand to the support box of a Hybrid level Digimon. After that, add 220 to the attack power of the supported Hybrid level. 	III10 IV10 P10 U10
Terriermon	Bo16	Bo-756	Bo-756	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area. 	III	Blue		Beast	Vaccine	NSp	B	350	260	200	(S)When your points are 80 and below, you may send this card from your hand to the support box of a Hybrid level Digimon. After that, add 260 to the attack power of the supported Hybrid level. 	III10 IV10 P10 U10
Cannondramon	Bo16	Bo-757	Bo-757	Brachimon + Winning Percentage: 60%!/Valvemon + Winning Percentage: 60%!/Pajramon + Winning Percentage: 60%! 	Ultimate	Blue		Cyborg	Data	ME	C	700	580	470	(S)Send three cards from your Net Ocean to the Dark Area. After that, get the opponent to draw three cards from their Net Ocean; for every Option card drawn, reduce their points by 10 (3 cards max). 	III40 IV30 P30 U30
Valvemon	Bo16	Bo-758	Bo-758	Kenkimon + Winning Percentage: 40%!/Mechanorimon + Winning Percentage: 40%!/Blimpmon + Winning Percentage: 40%! 	Perfect	Blue		Machine	Data	ME	B	560	440	420	(O)When facing a Data attribute Digimon, add 200 to your attack power. 	III30 IV20 P10 U10
Bolgmon	Bo16	Bo-759	Bo-759	Spirit Evolution/Blitzmon + Spirit of Thunder B/(O)Ignore the card's activation timing and effects. When you win in battle, your opponent takes the lost points of a Perfect. 	Hybrid	Blue		Cyborg	Variable (same as the opponent)		B	660	500	490	When there are five cards in your hand, halve the opponent's final attack power, after taking into account effects and abilities. 	III40 IV30 P30 U30
Andromon	Bo16	Bo-760	Bo-760	Guardromon + Winning Percentage: 60%!/Pteranomon + Winning Percentage: 40%!/Kenkimon + Winning Percentage: 40%! 	Perfect	Blue		Cyborg	Vaccine	ME	B	520	480	340	(O)For every card placed in the opponent's Option slots and support box, add 100 to your attack power. 	III30 IV20 P20 U10
Black Rapidmon	Bo16	Bo-761	Bo-761	Black Galgomon + Winning Percentage: 40%!/Prairiemon + Winning Percentage: 40%!/Wendimon + Winning Percentage: 40%!	Perfect	Blue		Cyborg	Vaccine	ME	A	550	420	380	(O)For every card placed in the opponent's Option slots and support box, add 100 to your attack power. 	III30 IV20 P10 U10
Hi Andromon	Bo16	Bo-762	Bo-762	Andromon + Winning Percentage: 60%!/Makuramon + Winning Percentage: 40%!/Sinduramon + Winning Percentage: 40%!/Caturamon + Winning Percentage: 40%! 	Ultimate	Blue		Cyborg	Vaccine	ME	A	610	600	480	(O)The opponent loses its special abilities. (O)When you win the battle, further reduce the opponent's points by 10. 	III40 IV30 P20 U10
Starmon	Bo16	Bo-763	Bo-763	Kotemon + O/Bearmon + O/Burgamon + O 	IV	Blue		Mutant 	Data	Nso	C	470	350	260	(S)When your points are 80 and below, you may send this card from your hand to the support box of a Hybrid level Digimon. After that, add 350 to the attack power of the supported Hybrid level. 	III20 IV10 P10 U10
Kabuterimon	Bo16	Bo-764	Bo-764	Tentomon + OO/Kotemon + O/Ebi Burgamon + O 	IV	Blue		Insect	Vaccine	NSp	C	460	380	270	(S)Send this card from your hand to your support box and add 400 to the attack power of your Blitzmon or Bolgmon (This card can be specially placed in the support box of a Hybrid level).	III20 IV10 P10 U10
Harpymon	Bo16	Bo-765	Bo-765	Shamamon + X/Lopmon + O/Neamon + OO 	IV	Blue		Mythical Beast	Data	WG	B	440	350	210	(S)Send this card from your hand to your support box and add 400 to the attack power of your Shutumon or Fairimon (This card can be specially placed in the support box of a Hybrid level).	III20 IV10 P10 U10
Hanumon	Bo16	Bo-766	Bo-766	Bakumon + /Koemon + O/Bokomon + OO 	IV	Blue		Beast Man	Vaccine	NSo	C	480	360	220	(S)Send this card from your hand to your support box and add 400 to the attack power of your Wolfmon or Garummon (This card can be specially placed in the support box of a Hybrid level).	III20 IV10 P10 U10
Golemon	Bo16	Bo-767	Bo-767	Agumon + OO/Bearmon + O/Goburimon + X	IV	Blue		Mineral	Virus	UK	B	420	300	260	(S)Send this card from your hand to your support box and add 300 to the attack power of your Grottemon (you may place up to three of this card in your support box).	III20 IV10 P10 U10
