Name	Set	ImageFile	Evo/Activation	Level	Frame	Group	Type	Attribute	Field	AT	AP	BP	CP	Abilities	LostPoint
Omegamon 	St13	St-820 	War Greymon + Metal Garurumon Dynasmon + Knights Proud (O)Put one component card into the Digimon box and the other into the evolution requirements box to fuse them together. (O)This card is sent to the Dark Area at the end of the turn after the turn it was fused. 	Ultimate	Blue 	Royal Knights	Holy Knight 	Vaccine	VB	A	900	860	700	During battle, if one of the cards in your opponent's slots that has a capacity of 40 and above turns face-up, you can make your basic attacks A and B become 1000. (O)Has the ability "proud". 	III40 IV30 P20 U20
Valkyrimon 	St13	St-821 	Silphymon + Winning Percentage: 60%! Andiramon + Winning Percentage: 60%!	Ultimate	Blue 		Warrior 	Vaccine	VB	A	640	600	420	(O)Has the abilities "sky" and "proud". (O)When facing a Hybrid level Digimon, add 400 to your attack power. 	III40 IV30 P20 U10
V-mon 	St13	St-822 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area. 	III	Blue 		Small Dragon 	Vaccine	VB	B	350	270	160	(S)When your points are 60 and below, you can take this card from your hand and add 270 to the attack power of one of your Virus Busters Digimon.	III10 IV10 P10 U10
Terriermon 	St13	St-823 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area. 	III	Blue 		Beast 	Vaccine	VB	A	360	260	210	(S)When your points are 60 and below, take this card from your hand and add 260 to the attack power of one of your Virus Busters Digimon.	III10 IV10 P10 U10
Bokomon 	St13	St-824 	Unless this Digimon is replaced with another Level III Digimon, it cannot be sent to the Dark Area. 	III	Blue 		Mutant 	Vaccine	VB	A	360	230	180	(S)When your points are 60 and below, take this card from your hand and add 230 to the attack power of one of your Virus Busters Digimon.	III10 IV10 P10 U10
Witchmon 	St13	St-825 	Terriermon + OX Neamon + OO Palmon + OX	IV	Blue 		Demon Man 	Data	Nso	B	470	320	260	(O)Has the ability "sky". (O)When there is a Wizarmon card on the opponent's sheet, add 200 to your attack power. 	III20 IV10 P10 U10
Hookmon 	St13	St-826 	V-mon + OO Agumon + XO Otamamon + OO	IV	Blue 		Mutant 	Virus	DS	C	460	330	310	(O)Has the ability "underwater". (O)You can make C your attack regardless of the opponent's battle type. 	III20 IV10 P10 U10
Dinohumon 	St13	St-827 	Terriermon + OO Bokomon + OO Tentomon + OO	IV	Blue 		Dragon Man 	Data	Nsp	A	420	460	300	(O)Has the ability "gale". (O)You can make B your attack regardless of your opponent's battle type. 	III20 IV10 P10 U10
Magnamon 	St13	St-828 	V-mon + OO Agumon + OO 	IV	Blue 	Royal Knights	Holy Knight 	Vaccine	VB	B	470	380	300	You may discard one Digimental of Miracles card from your hand, and either double or add 400 to your attack power (1 card max, choose your desired effect when activating). (O)Has the ability "proud". 	III20 IV20 P20 U10
Rapidmon 	St13	St-829 	Terriermon + OO Guilmon + OO	IV	Blue 		Holy Knight 	Vaccine	VB	A	460	420	280	(S)You can send this card from your hand to your support box and add 460 to the attack power of one of your Royal Knights Digimon. 	III20 IV20 P20 U10
Maildramon 	St13	St-830 	Plotmon + OO Neamon + OO Bokomon + XX	IV	Blue 		Cyborg 	Vaccine	VB	B	460	400	330	(S)You can send this card from your hand to your support box and add 400 to the attack power of your Knightmon. 	III20 IV20 P10 U10
Rhinomon 	St13	St-831 	Patamon + OO V-mon + OX Hagurumon + OX	IV	Blue 		Mammal 	Vaccine	VB	A	460	380	320	(O)Has the ability "gale". (O)You can make A your attack regardless of your opponent's battle type. 	III20 IV20 P10 U10
Silphymon 	St13	St-832 	Jogress Evolution Tailmon + Aquilamon Witchmon + Maildramon Nefertimon + Winning Percentage: 40%!	Perfect	Blue 		Beast Man 	Data	VB	A	540	440	320	(S)You can send this card from your hand to your support box and add 540 to the attack power of one of your Royal Knights Digimon.	III30 IV20 P10 U10
Metal Mamemon 	St13	St-833 	Rhinomon + Winning Percentage: 40%! Gladimon + Winning Percentage: 40%! Centalmon + Winning Percentage: 40%!	Perfect	Blue 		Cyborg 	Data	VB ME	C	520	450	340	(O)During battle, for every Digimon card with 'Mame', 'Giro' or 'Tekka' in its name that you discard from your hand, add 400 to your attack power.	III30 IV20 P10 U10
Bastemon 	St13	St-834 	Witchmon + Winning Percentage: 40%! Tailmon + Winning Percentage: 40%! Nefertimon + Winning Percentage: 40%!	Perfect	Blue 		Beast Man 	Virus	Nso	B	510	460	370	(O)Has the ability "gale". (O)When facing a Hybrid level Digimon, add 300 to your attack power. 	III30 IV20 P10 U10
Mummymon 	St13	St-835 	Dinohumon + Winning Percentage: 40%! Hookmon + Winning Percentage: 40%! Gladimon + Winning Percentage: 40%!	Perfect	Blue 		Undead 	Virus	Nso	A	560	430	340	(O)Has the ability "gale". (O)When facing a Hybrid level Digimon, add 300 to your attack power. 	III30 IV20 P10 U10
Prince Mamemon 	St13	St-836 	Mamemon + Winning Percentage: 60%! Metal Mamemon + Winning Percentage: 60%! Big Mamemon + Winning Percentage: 60%!	Ultimate	Blue 		Mutant 	Data	VB ME	A	540	530	380	(O)During battle, for every Digimon card with 'Mame', 'Giro' or 'Tekka' in its name in your hand or on your sheet, add 200 to your attack power.	III40 IV30 P20 U10
Jijimon 	St13	St-837 	Mummymon + Winning Percentage: 60%! Wisemon + Winning Percentage: 60%!	Ultimate	Blue 		Ancient 	Vaccine	VB	B	600	480	420	(S)Send this card from your hand to your support box and add 600 to the attack power of one of your Digimon with 'Ancient' in its name.	III40 IV30 P20 U10
Babamon 	St13	St-838 	Bastemon + Winning Percentage: 60%! Mermaimon + Winning Percentage: 60%!	Ultimate	Blue 		Ancient 	Vaccine	VB	A	570	550	400	(S)You can send this card from your hand to your support box and add 570 to the attack power of one of your Digimon with 'Ancient' in their name.	III40 IV20 P20 U10
Wolfmon 	St13	St-839 	Strabimon + OO V-mon + OX When you win the battle, your opponent takes the lost points of a Level IV. 	Hybrid	Blue 		Warrior 	Variable (same as the opponent)	VB	A	600	580	420	(O)Has the ability "proud". (O)When there is a Löwemon on your sheet (excluding as a support Digimon), add 500 to your attack power. 	III20 IV20 P20 U10
Lowemon 	St13	St-840 	Monodramon + OO Terriermon + OX When you win the battle, your opponent takes the lost points of a Level IV.	Hybrid	Blue 		Warrior 	Variable (same as the opponent)	VB	A	640	540	400	(O)Has the ability "proud". (O)When there is a Wolfmon on your sheet (excluding as a support Digimon), add 500 to your attack power. 	III20 IV20 P20 U10
